"","sex","age","agegr","placesize","region","edu","eduspec","socprof","unempdur","income","marital","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","bmi"
"1020","FEMALE",31,"25-34","RURAL AREAS","Dolnoslaskie","SECONDARY","no specialisation","OTHER ECONOMICALLY INACTIVE",0,630,"SINGLE","MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",162,55,20.9571711629325
"1021","FEMALE",72,"65+","RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,950,"MARRIED","MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",163,78,29.3575219240468
"1022","MALE",19,"16-24","RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",0,"IT`S DIFFICULT TO TELL","YES","NO OPINION","NO",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",179,75,23.4075091289286
"1023","FEMALE",20,"16-24","RURAL AREAS","Wielkopolskie","SECONDARY","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",170,60,20.7612456747405
"1024","MALE",54,"45-59","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","technical science","SELF-EMPLOYED",0,800,"MARRIED","MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",0,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",176,76,24.5351239669421
"1025","MALE",56,"45-59","RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","technical science","FARMER",0,1000,"MARRIED","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",190,80,22.1606648199446
"1026","FEMALE",18,"16-24","URBAN BELOW 20,000","Podkarpackie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",172,73,24.6755002704164
"1027","FEMALE",22,"16-24","RURAL AREAS","Lubelskie","VOCATIONAL/GRAMMAR","services for the population and transport services","PUPIL OR STUDENT",0,600,"MARRIED","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",165,73,26.8135904499541
"1028","FEMALE",19,"16-24","RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",165,54,19.8347107438017
"1029","FEMALE",55,"45-59","URBAN 100,000-200,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","no specialisation","UNEMPLOYED",0,610,"WIDOWED","MIXED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",30,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",158,60,24.034609838167
"1030","FEMALE",37,"35-44","RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","services for the population and transport services","FARMER",0,0,"MARRIED","DELIGHTED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",0,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",155,60,24.9739854318418
"1031","FEMALE",48,"45-59","URBAN BELOW 20,000","Mazowieckie","SECONDARY","physical sciences","EMPLOYED IN PUBLIC SECTOR",0,850,"WIDOWED","MOSTLY DISSATISFIED",19,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",167,80,28.6851446806985
"1032","FEMALE",36,"35-44","RURAL AREAS","Opolskie","SECONDARY","economy and administration","OTHER ECONOMICALLY INACTIVE",12,300,"MARRIED","PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",155,73,30.3850156087409
"1033","FEMALE",36,"35-44","URBAN 20,000-100,000","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","biological sciences","EMPLOYED IN PRIVATE SECTOR",0,2000,"DIVORCED","MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",0,"NO","NO","YES","2","NO",NA,NA,"ACTIVE",175,70,22.8571428571429
"1034","MALE",46,"45-59","RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","no specialisation","EMPLOYED IN PUBLIC SECTOR",10,1500,"SINGLE","MIXED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",6,"YES",20,"YES","NO","NO","0","NO",NA,NA,"NONE",176,72,23.2438016528926
"1035","FEMALE",60,"60-64","URBAN 200,000-500,000","Podkarpackie","SECONDARY","no specialisation","RETIRED",0,0,"MARRIED","MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",150,70,31.1111111111111
"1036","MALE",30,"25-34","RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","no specialisation","EMPLOYED IN PRIVATE SECTOR",0,1300,"LEGALLY SEPARATED","MOSTLY DISSATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"NO",0,"YES","YES","NO","0","NO",NA,NA,"NONE",175,80,26.1224489795918
"1037","MALE",22,"16-24","URBAN 100,000-200,000","Slaskie","SECONDARY","technical science","EMPLOYED IN PUBLIC SECTOR",0,2300,"SINGLE","PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"YES",20,"YES","NO","NO","0","NO",NA,NA,"ACTIVE",175,85,27.7551020408163
"1038","FEMALE",53,"45-59","URBAN BELOW 20,000","Podkarpackie","VOCATIONAL/GRAMMAR","production and processing","EMPLOYED IN PRIVATE SECTOR",0,1000,"MARRIED","MOSTLY SATISFIED",8,"IT`S DIFFICULT TO TELL","YES","YES","YES",15,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,65,24.1671624033314
"1039","FEMALE",61,"60-64","RURAL AREAS","Dolnoslaskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,0,"MARRIED","MIXED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,83,32.421875
"1040","FEMALE",38,"35-44","URBAN 200,000-500,000","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","services for the population and transport services","UNEMPLOYED",0,1000,"SINGLE","MOSTLY DISSATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",167,65,23.3066800530675
"1041","MALE",52,"45-59","RURAL AREAS","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","production and processing","LONG-TERM SICK/DISABLED",0,400,"MARRIED","MIXED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"YES",0,"NO","NO","NO","0","NO",NA,NA,"NONE",179,82,25.5922099809619
"1042","MALE",58,"45-59","URBAN 100,000-200,000","Slaskie","VOCATIONAL/GRAMMAR","technical science","LONG-TERM SICK/DISABLED",24,830,"MARRIED","MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,80,27.681660899654
"1043","MALE",33,"25-34","URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","liberal arts","SELF-EMPLOYED",0,5000,"MARRIED","MOSTLY SATISFIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",20,"NO",0,"YES","NO","NO","0","NO",NA,NA,"ACTIVE",179,80,24.9680097375238
"1044","MALE",57,"45-59","RURAL AREAS","Lubelskie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","FARMER",0,1300,"MARRIED","MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",180,87,26.8518518518519
"1045","MALE",39,"35-44","URBAN 100,000-200,000","Lodzkie","POST-SECONDARY OR HIGHER","technical science","EMPLOYED IN PRIVATE SECTOR",0,0,"MARRIED","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"YES",10,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",189,80,22.3957895915568
"1046","FEMALE",19,"16-24","URBAN 500,000 AND OVER","Mazowieckie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","NO",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",161,70,27.0051309748852
"1047","MALE",63,"60-64","URBAN 200,000-500,000","Slaskie","SECONDARY","production and processing","RETIRED",0,4100,"MARRIED","MOSTLY SATISFIED",3,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",176,90,29.0547520661157
"1048","FEMALE",45,"45-59","RURAL AREAS","Swietokrzyskie","VOCATIONAL/GRAMMAR","services for the population and transport services","EMPLOYED IN PRIVATE SECTOR",0,1500,"MARRIED","MOSTLY DISSATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,65,25.390625
"1049","MALE",17,"16-24","RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",8,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",174,60,19.8176773682124
"1050","MALE",30,"25-34","URBAN BELOW 20,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","production and processing","EMPLOYED IN PRIVATE SECTOR",0,1500,"MARRIED","PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","NO","NO","YES",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",194,94,24.9760867254756
"1051","MALE",53,"45-59","URBAN BELOW 20,000","Pomorskie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PRIVATE SECTOR",0,2500,"MARRIED","PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,84,29.0657439446367
"1052","FEMALE",74,"65+","URBAN 100,000-200,000","Pomorskie","PRIMARY/NO EDUCATION","not applicable","RETIRED",0,890,"WIDOWED","MOSTLY SATISFIED",3,"IT`S DIFFICULT TO TELL","YES","YES","YES",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,70,26.0261748958953
"1053","FEMALE",38,"35-44","URBAN 100,000-200,000","Lubelskie","VOCATIONAL/GRAMMAR","technical science","OTHER ECONOMICALLY INACTIVE",24,0,"MARRIED","MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,120,46.875
"1054","FEMALE",31,"25-34","URBAN 200,000-500,000","Warminsko-mazurskie","POST-SECONDARY OR HIGHER","agriculture, forestry, fishing","EMPLOYED IN PRIVATE SECTOR",0,1800,"SINGLE","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",1,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,58,20.0692041522491
"1055","MALE",33,"25-34","RURAL AREAS","Malopolskie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",0,2200,"MARRIED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",173,80,26.7299274950717
"1056","FEMALE",35,"35-44","URBAN 200,000-500,000","Slaskie","VOCATIONAL/GRAMMAR","services for the population and transport services","EMPLOYED IN PRIVATE SECTOR",0,1300,"MARRIED","PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,60,22.3081499107674
"1057","MALE",53,"45-59","RURAL AREAS","Opolskie","VOCATIONAL/GRAMMAR","technical science","LONG-TERM SICK/DISABLED",24,1368,"MARRIED","PLEASED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",14,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",165,68,24.9770431588613
"1058","MALE",63,"60-64","RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,600,"MARRIED","MIXED",8,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",4,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",164,80,29.7441998810232
"1059","FEMALE",38,"35-44","RURAL AREAS","Lubelskie","VOCATIONAL/GRAMMAR","services for the population and transport services","EMPLOYED IN PRIVATE SECTOR",0,980,"MARRIED","MOSTLY SATISFIED",14,"IT`S DIFFICULT TO TELL","YES","YES","NO",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",165,60,22.038567493113
"1060","MALE",68,"65+","URBAN 100,000-200,000","Wielkopolskie","VOCATIONAL/GRAMMAR","technical science","RETIRED",0,1500,"MARRIED","MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",7,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",178,87,27.458654210327
"1061","MALE",66,"65+","URBAN 20,000-100,000","Slaskie","SECONDARY","environmental protection","LONG-TERM SICK/DISABLED",24,900,"MARRIED","PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",165,75,27.5482093663912
"1062","MALE",56,"45-59","URBAN 20,000-100,000","Slaskie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",0,2300,"MARRIED","MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",180,89,27.4691358024691
"1063","FEMALE",51,"45-59","URBAN 20,000-100,000","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","pedagogics","EMPLOYED IN PUBLIC SECTOR",0,2800,"MARRIED","PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",12,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",169,60,21.0076677987465
"1064","MALE",41,"35-44","RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","technical science","UNEMPLOYED",9,0,"MARRIED","MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"YES",15,"NO","NO","NO","0","NO",NA,NA,"NONE",172,60,20.2812330989724
"1065","FEMALE",57,"45-59","RURAL AREAS","Warminsko-mazurskie","SECONDARY","agriculture, forestry, fishing","FARMER",0,2100,"WIDOWED","PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",168,64,22.6757369614512
"1066","FEMALE",50,"45-59","RURAL AREAS","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","services for the population and transport services","EMPLOYED IN PRIVATE SECTOR",10,2400,"MARRIED","PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,71,26.3979773944081
"1067","MALE",40,"35-44","URBAN 20,000-100,000","Zachodnio-pomorskie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",0,1100,"LEGALLY SEPARATED","MOSTLY DISSATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"YES",40,"YES","NO","NO","0","NO",NA,NA,"NONE",185,107,31.263696128561
"1068","FEMALE",29,"25-34","RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","technical science","UNEMPLOYED",24,0,"MARRIED","MOSTLY DISSATISFIED",0,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",3,"YES",15,"NO","NO","NO","0","NO",NA,NA,"NONE",150,55,24.4444444444444
"1069","FEMALE",57,"45-59","URBAN BELOW 20,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","services for the population and transport services","LONG-TERM SICK/DISABLED",0,1600,"MARRIED","MIXED",3,"IT`S DIFFICULT TO TELL","YES","NO OPINION","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,68,26.5625
"1070","FEMALE",77,"65+","RURAL AREAS","Lubelskie","SECONDARY","agriculture, forestry, fishing","RETIRED",0,820,"WIDOWED","MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",168,62,21.9671201814059
"1071","FEMALE",29,"25-34","RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","services for the population and transport services","UNEMPLOYED",18,0,"MARRIED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"YES",10,"NO","NO","NO","0","NO",NA,NA,"NONE",178,55,17.3589193283676
"1072","FEMALE",71,"65+","URBAN BELOW 20,000","Wielkopolskie","VOCATIONAL/GRAMMAR","other","RETIRED",0,0,"MARRIED","MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",158,70,28.0403781445281
"1073","FEMALE",59,"45-59","URBAN 500,000 AND OVER","Malopolskie","POST-SECONDARY OR HIGHER","services for the population and transport services","EMPLOYED IN PUBLIC SECTOR",0,3700,"MARRIED","MOSTLY SATISFIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",7,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",164,62,23.051754907793
"1074","MALE",38,"35-44","RURAL AREAS","Dolnoslaskie","POST-SECONDARY OR HIGHER","veterinary medicine","EMPLOYED IN PRIVATE SECTOR",0,0,"MARRIED","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"NO",0,"YES","NO","NO","0","NO",NA,NA,"PASSIVE",194,110,29.2273355298119
"1075","FEMALE",59,"45-59","RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","no specialisation","LONG-TERM SICK/DISABLED",0,476,"DIVORCED","MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",156,60,24.65483234714
"1076","MALE",60,"60-64","RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","no specialisation","SELF-EMPLOYED",18,1900,"MARRIED","MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO","NO",6,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",170,65,22.4913494809689
"1077","MALE",79,"65+","RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,968,"WIDOWED","MOSTLY SATISFIED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",168,69,24.4472789115646
"1078","MALE",53,"45-59","RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED","MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",182,105,31.6990701606086
"1079","MALE",57,"45-59","URBAN 100,000-200,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PRIVATE SECTOR",0,0,"MARRIED","MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",168,74,26.218820861678
"1080","MALE",52,"45-59","RURAL AREAS","Opolskie","VOCATIONAL/GRAMMAR","technical science","LONG-TERM SICK/DISABLED",24,1250,"MARRIED","MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",168,99,35.0765306122449
"1081","FEMALE",32,"25-34","URBAN 200,000-500,000","Lubuskie","POST-SECONDARY OR HIGHER","pedagogics","EMPLOYED IN PUBLIC SECTOR",0,1300,"SINGLE","MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",165,69,25.3443526170799
"1082","MALE",62,"60-64","URBAN 100,000-200,000","Wielkopolskie","VOCATIONAL/GRAMMAR","technical science","RETIRED",0,0,"WIDOWED","MIXED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",174,75,24.7720967102656
"1083","FEMALE",24,"16-24","URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION","NO",8,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",162,65,24.7675659198293
"1084","MALE",48,"45-59","URBAN 500,000 AND OVER","Lodzkie","POST-SECONDARY OR HIGHER","technical science","EMPLOYED IN PUBLIC SECTOR",0,1800,"MARRIED","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",1,"YES",10,"NO","NO","NO","0","NO",NA,NA,"NONE",175,75,24.4897959183673
"1085","FEMALE",33,"25-34","URBAN 200,000-500,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","pedagogics","SELF-EMPLOYED",0,2000,"MARRIED","PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","NO",8,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",170,58,20.0692041522491
"1086","FEMALE",53,"45-59","RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PUBLIC SECTOR",0,1000,"MARRIED","PLEASED",7,"IT`S DIFFICULT TO TELL","YES","NO OPINION","YES",3,"NO",0,"NO","NO","NO","0","YES, TO EU COUNTRY","IT DEPENDS","GERMANY","NONE",161,66,25.4619806334632
"1087","FEMALE",65,"65+","URBAN 500,000 AND OVER","Lodzkie","POST-SECONDARY OR HIGHER","social sciences","RETIRED",24,1300,"MARRIED","MOSTLY SATISFIED",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,88,32.7186198691255
"1088","MALE",58,"45-59","RURAL AREAS","Opolskie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","LONG-TERM SICK/DISABLED",14,1200,"MARRIED","MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",12,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",175,79,25.7959183673469
"1089","FEMALE",89,"65+","URBAN 100,000-200,000","Swietokrzyskie","SECONDARY","services for the population and transport services","RETIRED",24,2200,"WIDOWED","PLEASED",17,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,70,27.34375
"1090","FEMALE",20,"16-24","RURAL AREAS","Podkarpackie","SECONDARY","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",1,"NO",0,"NO","NO","NO","0","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","ACTIVE",160,59,23.046875
"1091","FEMALE",31,"25-34","RURAL AREAS","Swietokrzyskie","SECONDARY","no specialisation","EMPLOYED IN PRIVATE SECTOR",0,1300,"SINGLE","PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",174,62,20.4782666138195
"1092","MALE",40,"35-44","URBAN BELOW 20,000","Warminsko-mazurskie","POST-SECONDARY OR HIGHER","pedagogics","EMPLOYED IN PUBLIC SECTOR",0,4000,"MARRIED","PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",178,75,23.6712536295922
"1093","MALE",44,"35-44","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","technical science","LONG-TERM SICK/DISABLED",0,680,"MARRIED","MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",172,76,25.6895619253651
"1094","MALE",47,"45-59","RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PUBLIC SECTOR",0,1200,"MARRIED","PLEASED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,78,26.9896193771626
"1095","MALE",64,"60-64","URBAN 500,000 AND OVER","Lodzkie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",24,1350,"MARRIED","PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",173,87,29.0687961508904
"1096","MALE",19,"16-24","RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,150,"SINGLE","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",175,70,22.8571428571429
"1097","FEMALE",71,"65+","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","production and processing","RETIRED",0,1000,"WIDOWED","PLEASED",17,"IT`S DIFFICULT TO TELL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",168,100,35.4308390022676
"1098","FEMALE",61,"60-64","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","services for the population and transport services","LONG-TERM SICK/DISABLED",0,1000,"MARRIED","PLEASED",10,"IT`S DIFFICULT TO TELL","YES","NO","YES",6,"YES",10,"NO","NO","NO","0","NO",NA,NA,"NONE",158,56,22.4323025156225
"1099","FEMALE",21,"16-24","RURAL AREAS","Wielkopolskie","SECONDARY","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","YES","NO",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",158,53,21.2305720237141
